"'Location","'Year","'Sex","'Area","'0-4","'5-9","'10-14","'15-19","'20-24","'25-29","'30-34","'35-39","'40-44","'45-49","'50-54","'55-59","'60-64","'65-69","'70-74","'75-79","'80+","'Total"
"Armenia","1985","Female","Rural","69","55","47","46","58","59","38","23","14","25","25","30","19","10","10","8","11","545"
"Armenia","1990","Female","Rural","71","63","49","41","47","59","48","33","20","14","30","28","30","16","8","8","11","576"
"Armenia","1995","Female","Rural","56","63","54","43","37","39","49","41","28","18","14","31","26","27","13","6","11","558"
"Armenia","2000","Female","Rural","37","55","62","53","41","36","37","47","39","27","17","13","30","24","24","11","8","559"
"Armenia","2005","Female","Rural","32","37","50","58","46","37","31","35","43","37","24","15","13","26","20","18","13","534"
"Armenia","2010","Female","Rural","34","31","37","47","52","40","34","29","34","39","32","21","13","13","21","16","18","509"
"Armenia","2015","Female","Rural","35","36","35","37","44","46","40","36","32","32","35","28","20","15","13","20","22","528"
"Azerbaijan","1980","Female","Rural","184","168","177","191","172","115","73","47","77","57","56","46","34","32","25","18","27","1,499"
"Azerbaijan","1985","Female","Rural","205","169","158","170","190","160","102","65","41","69","59","64","45","28","25","21","29","1,599"
"Azerbaijan","1990","Female","Rural","236","195","163","158","174","177","134","92","51","49","65","66","61","33","22","20","13","1,710"
"Azerbaijan","1995","Female","Rural","233","230","194","168","169","177","171","131","84","46","49","76","68","50","23","16","17","1,903"
"Azerbaijan","2000","Female","Rural","187","227","225","192","163","160","170","170","133","85","44","45","72","61","42","17","17","2,009"
"Azerbaijan","2005","Female","Rural","153","183","222","224","195","160","152","164","161","127","76","42","39","61","52","25","19","2,057"
"Azerbaijan","2010","Female","Rural","163","148","174","218","219","185","152","148","158","160","123","77","39","36","57","36","30","2,122"
"Azerbaijan","2015","Female","Rural","182","163","146","162","197","209","185","151","144","146","149","110","71","41","35","46","39","2,178"
"Bahrain","1980","Female","Rural","4","3","3","3","2","2","1","1","1","1","1","0","0","0","0","0","0","21"
"Bahrain","1985","Female","Rural","4","3","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","24"
"Bahrain","1990","Female","Rural","4","3","3","2","2","3","2","2","1","1","1","1","0","0","0","0","0","25"
"Bahrain","1995","Female","Rural","4","4","3","2","3","3","3","2","1","1","1","1","1","0","0","0","0","28"
"Bahrain","2000","Female","Rural","5","5","4","3","3","3","3","3","2","1","1","1","1","0","0","0","0","34"
"Bahrain","2005","Female","Rural","5","5","5","4","4","4","3","3","3","2","1","1","1","1","0","0","0","42"
"Bahrain","2010","Female","Rural","6","5","5","4","5","7","5","4","4","3","3","1","1","1","0","0","0","55"
"Bahrain","2015","Female","Rural","7","6","5","5","5","6","6","5","4","4","3","2","1","1","0","0","0","60"
"Cyprus","1980","Female","Rural","12","11","12","13","13","11","9","8","7","7","7","7","6","6","5","4","4","140"
"Cyprus","1985","Female","Rural","11","9","10","10","10","9","8","7","7","6","6","6","5","5","5","3","3","122"
"Cyprus","1990","Female","Rural","11","11","10","9","10","9","9","8","7","6","6","6","6","5","4","4","4","124"
"Cyprus","1995","Female","Rural","11","11","11","10","10","9","9","9","8","7","7","6","6","6","5","4","5","134"
"Cyprus","2000","Female","Rural","11","12","11","12","12","10","9","10","9","8","8","7","6","6","5","4","5","145"
"Cyprus","2005","Female","Rural","10","12","12","12","13","11","10","10","10","10","9","8","8","7","6","5","5","160"
"Cyprus","2010","Female","Rural","10","11","12","14","13","13","12","11","11","10","10","10","9","8","7","5","7","173"
"Cyprus","2015","Female","Rural","11","11","11","13","15","12","14","13","12","11","11","11","11","10","8","6","8","186"
"Georgia","1980","Female","Rural","104","107","105","115","97","90","69","58","80","70","81","71","54","55","44","33","32","1,264"
"Georgia","1985","Female","Rural","105","103","100","96","98","98","81","64","52","79","72","83","68","44","48","33","37","1,262"
"Georgia","1990","Female","Rural","102","104","97","91","83","102","91","75","61","51","83","74","83","58","39","38","39","1,269"
"Georgia","1995","Female","Rural","87","100","95","89","79","76","91","82","66","57","49","81","67","72","48","28","42","1,210"
"Georgia","2000","Female","Rural","59","83","99","90","86","73","72","86","77","62","53","47","76","63","62","39","36","1,163"
"Georgia","2005","Female","Rural","55","57","82","91","78","73","68","65","79","73","61","55","45","73","52","47","41","1,094"
"Georgia","2010","Female","Rural","70","52","53","78","81","70","67","62","60","77","70","62","57","45","65","41","55","1,065"
"Georgia","2015","Female","Rural","65","67","48","49","69","73","64","61","58","57","74","72","64","57","40","51","58","1,027"
"Iraq","1980","Female","Rural","455","387","324","235","170","149","104","104","83","66","58","53","53","45","33","20","14","2,354"
"Iraq","1985","Female","Rural","455","395","334","281","190","133","145","95","84","68","60","52","48","44","33","20","16","2,451"
"Iraq","1990","Female","Rural","471","404","360","309","257","179","134","131","82","81","68","56","46","39","33","22","18","2,691"
"Iraq","1995","Female","Rural","580","478","416","366","307","249","162","115","126","80","72","59","51","42","35","27","24","3,190"
"Iraq","2000","Female","Rural","674","559","483","412","356","294","233","155","119","119","70","66","56","46","36","27","29","3,737"
"Iraq","2005","Female","Rural","743","642","542","464","389","333","275","220","148","111","110","65","61","50","38","27","29","4,247"
"Iraq","2010","Female","Rural","799","713","616","514","431","360","308","256","204","139","104","103","60","55","42","30","29","4,764"
"Iraq","2015","Female","Rural","858","773","687","594","499","424","352","300","246","198","135","101","98","55","47","34","33","5,435"
"Israel","1980","Female","Rural","28","27","22","20","15","16","15","11","10","8","9","6","5","5","3","2","2","205"
"Israel","1985","Female","Rural","25","26","24","19","14","14","16","14","9","8","7","6","5","4","4","2","3","199"
"Israel","1990","Female","Rural","25","24","24","22","15","14","15","16","13","8","7","6","5","4","3","3","3","208"
"Israel","1995","Female","Rural","26","26","25","24","18","16","16","16","16","12","8","6","6","5","4","3","5","235"
"Israel","2000","Female","Rural","29","27","26","26","20","18","17","17","16","16","12","8","6","6","5","4","5","257"
"Israel","2005","Female","Rural","30","29","26","26","21","19","18","18","17","15","14","11","8","5","5","4","6","274"
"Israel","2010","Female","Rural","32","29","26","24","22","20","22","23","18","15","14","14","11","8","5","5","8","298"
"Israel","2015","Female","Rural","33","32","27","25","21","19","21","24","20","16","14","13","12","9","5","5","8","304"
"Jordan","1980","Female","Rural","86","78","61","48","33","22","17","17","16","13","11","8","6","4","5","3","2","431"
"Jordan","1985","Female","Rural","83","73","63","48","35","25","18","16","15","12","10","8","7","5","5","3","2","430"
"Jordan","1990","Female","Rural","77","74","61","52","37","26","18","14","13","11","10","8","7","5","4","3","3","422"
"Jordan","1995","Female","Rural","71","64","62","53","45","35","25","19","14","11","11","9","8","5","4","2","2","441"
"Jordan","2000","Female","Rural","71","64","59","57","46","40","30","23","16","11","11","9","8","6","4","2","2","459"
"Jordan","2005","Female","Rural","67","64","60","54","49","42","35","28","20","14","11","9","8","6","4","2","2","479"
"Jordan","2010","Female","Rural","76","66","63","60","54","53","43","35","27","21","16","10","10","8","5","3","2","552"
"Jordan","2015","Female","Rural","80","75","62","61","58","57","53","41","33","27","21","14","10","9","7","4","3","614"
"Kuwait","1980","Female","Rural","6","5","4","3","3","3","2","2","1","1","1","0","0","0","0","0","0","31"
"Kuwait","1985","Female","Rural","3","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","0","16"
"Kuwait","1990","Female","Rural","3","3","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","20"
"Kuwait","1995","Female","Rural","2","2","1","1","1","2","1","1","1","0","0","0","0","0","0","0","0","13"
"Kuwait","2000","Female","Rural","2","2","1","1","1","2","2","1","1","1","0","0","0","0","0","0","0","15"
"Kuwait","2005","Female","Rural","2","2","2","1","2","2","2","1","1","1","0","0","0","0","0","0","0","17"
"Kuwait","2010","Female","Rural","3","2","2","2","2","2","2","2","1","1","1","0","0","0","0","0","0","21"
"Kuwait","2015","Female","Rural","3","3","2","2","2","2","3","2","2","1","1","1","0","0","0","0","0","25"
"Lebanon","1980","Female","Rural","50","46","42","38","32","27","18","15","15","14","13","10","7","8","6","4","3","347"
"Lebanon","1985","Female","Rural","38","35","32","29","26","21","17","13","12","11","11","10","8","5","5","3","3","280"
"Lebanon","1990","Female","Rural","27","27","25","23","21","20","15","12","10","10","10","9","8","6","4","3","3","233"
"Lebanon","1995","Female","Rural","27","25","24","23","21","19","18","14","11","9","10","9","8","7","5","3","3","234"
"Lebanon","2000","Female","Rural","23","23","22","22","20","19","17","16","13","10","8","9","8","7","6","3","3","230"
"Lebanon","2005","Female","Rural","24","28","30","29","26","20","16","15","13","12","12","10","9","9","7","4","3","266"
"Lebanon","2010","Female","Rural","19","24","29","31","28","25","19","15","14","13","13","12","10","8","8","6","4","276"
"Lebanon","2015","Female","Rural","22","19","24","29","32","32","28","21","17","15","14","13","12","9","8","7","7","308"
"Oman","1980","Female","Rural","61","44","35","29","22","18","15","14","12","10","8","7","5","4","3","2","1","289"
"Oman","1985","Female","Rural","69","55","39","30","21","16","12","11","11","10","8","7","6","4","3","2","1","306"
"Oman","1990","Female","Rural","59","54","42","28","19","15","11","10","9","9","7","6","5","4","3","2","1","284"
"Oman","1995","Female","Rural","47","49","44","32","16","14","12","11","8","6","6","5","4","3","2","2","2","262"
"Oman","2000","Female","Rural","42","46","44","39","28","18","14","12","9","7","6","6","5","4","3","2","2","286"
"Oman","2005","Female","Rural","41","48","50","44","32","25","14","13","12","10","9","5","5","3","3","2","3","319"
"Oman","2010","Female","Rural","42","34","36","39","31","29","20","15","13","9","10","6","5","4","3","2","3","301"
"Oman","2015","Female","Rural","49","42","33","33","34","33","29","23","15","12","8","9","6","6","5","3","3","343"
"Qatar","1980","Female","Rural","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","9"
"Qatar","1985","Female","Rural","3","2","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","13"
"Qatar","1990","Female","Rural","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","12"
"Qatar","1995","Female","Rural","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","9"
"Qatar","2000","Female","Rural","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","8"
"Qatar","2005","Female","Rural","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","7"
"Qatar","2010","Female","Rural","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","6"
"Qatar","2015","Female","Rural","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4"
"Saudi Arabia","1980","Female","Rural","327","257","190","153","120","99","85","71","59","49","42","36","30","23","17","10","7","1,576"
"Saudi Arabia","1985","Female","Rural","340","269","215","164","137","117","98","79","56","41","35","31","28","23","17","10","8","1,669"
"Saudi Arabia","1990","Female","Rural","341","291","215","161","137","134","110","75","47","47","33","29","24","18","14","12","12","1,698"
"Saudi Arabia","1995","Female","Rural","302","288","264","189","131","124","125","102","65","36","44","28","25","19","13","8","14","1,777"
"Saudi Arabia","2000","Female","Rural","304","278","248","203","169","154","136","104","70","61","40","36","29","31","14","10","13","1,901"
"Saudi Arabia","2005","Female","Rural","289","303","268","229","191","185","155","123","98","67","61","38","34","26","25","10","12","2,114"
"Saudi Arabia","2010","Female","Rural","292","275","228","205","205","189","188","152","109","86","75","56","29","31","14","14","19","2,165"
"Saudi Arabia","2015","Female","Rural","262","270","210","152","173","205","189","167","117","103","97","66","52","35","22","9","25","2,153"
"State of Palestine","1980","Female","Rural","55","45","39","31","23","19","15","13","11","8","6","6","4","3","2","1","1","281"
"State of Palestine","1985","Female","Rural","57","48","41","34","28","21","16","14","11","9","7","6","5","3","2","2","1","304"
"State of Palestine","1990","Female","Rural","61","51","44","36","31","26","18","15","12","9","8","6","5","4","2","2","1","332"
"State of Palestine","1995","Female","Rural","75","57","49","41","34","30","23","17","13","10","9","8","6","4","3","2","1","382"
"State of Palestine","2000","Female","Rural","79","72","56","47","40","34","27","22","16","12","10","9","7","5","3","2","2","443"
"State of Palestine","2005","Female","Rural","75","72","66","50","43","37","29","25","20","13","11","9","8","6","4","3","2","473"
"State of Palestine","2010","Female","Rural","74","70","68","62","47","41","33","28","23","17","13","11","9","7","5","3","2","512"
"State of Palestine","2015","Female","Rural","76","69","67","64","59","46","37","32","26","20","17","12","10","8","6","4","3","555"
"Syrian Arab Republic","1980","Female","Rural","490","399","313","248","198","163","106","82","75","74","62","47","43","28","22","12","11","2,374"
